Fraud,ID,Status ,Age,Sex,Race,Hispanic,Education,HigherEducation,Employment,Monthly_income,Annual_Income,Marital_Status,Years_Married,Children,Previously_Married,Citizenship,Address,City,State,Zip_Code,Previously_Denied_Visa,Foreign_Residence_Requirement,History_of_Crime,Expiration_Date_of_Passport,Date_of_Marriage,Expired_Passport_Marriage,Spouse_DOB,Spouse_Status,Spouse_Sex,Spouse_Age,Spouse_Annual_Income,Spouse_History_of_Crime
No,237-629-633,US Citizen,53,F,Asian ,No,HS,No,FT,"$8,123","$97,476 ",Married,5,0,Yes,United States,7282 Monroe St,Chicago,CA,91776,Yes,No,Yes,2/13/2023,11/12/2025,Yes,10/14/1993,Immigrant,M,28,"$124,356.00",No
No,779-416-289,Immigrant,29,F,White,No,HS,No,FT,"$9,431","$113,172 ",Married,14,0,Yes,United States,172 7 Runamuck Pl,Norman,NV,89701,Yes,Yes,Yes,5/6/2020,11/29/2023,Yes,2/16/1990,US Citizen,M,31,"$157,416.00",No
No,680-758-898,US Citizen,36,M,White,No,HS,No,FT,"$5,012","$60,144 ",Married,2,4,No,Cuba,808 Glenwood St ,Gwynn Oak,CA,90016,No,No,Yes,8/23/2022,2/12/2019,No,7/13/1977,Immigrant,F,44,"$93,084.00",No
No,767-328-883,US Citizen,44,M,White,No,HS,No,FT,"$16,936","$203,232 ",Married,2,4,Yes,Cuba,3384 State Route 35 S St St,Deer Park,IA,50310,No,No,No,7/5/2021,9/27/2022,Yes,1/20/1987,Immigrant,F,34,"$114,000.00",No
No,726-967-523,US Citizen,53,F,White,No,GED,No,FT,"$6,154","$73,848 ",Married,11,4,No,United States,213 Sierra Rd,Burlington,IA,50315,No,No,Yes,12/12/2018,8/8/2021,Yes,4/19/1997,Immigrant,M,24,"$106,572.00",Yes
No,159-712-547,US Citizen,46,M,Asian ,No,GED,No,FT,"$12,454","$149,448 ",Married,14,3,No,United States,2 E Main St,Easton,CA,91776,No,Yes,Yes,11/15/2019,12/10/2018,No,9/10/1996,Immigrant,F,25,"$140,544.00",Yes
No,401-986-798,US Citizen,46,M,Asian ,No,MA,Yes,FT,"$9,248","$110,976 ",Married,15,3,Yes,United States,60 2nd St #2,Lafayette,IN,46804,No,Yes,Yes,4/9/2017,2/12/2022,Yes,7/14/1977,Immigrant,F,44,"$203,088.00",Yes
No,120-400-610,US Citizen,23,M,Asian ,No,GED,No,FT,"$15,186","$182,232 ",Married,8,3,Yes,Cuba,808 Glenwood St,Jersey City,CA,91776,No,No,No,10/4/2020,2/28/2023,Yes,12/28/1972,Immigrant,F,49,"$176,904.00",Yes
No,218-429-576,Immigrant,41,M,White,No,HS,No,FT,"$12,605","$151,260 ",Married,5,5,No,United States,9 Eadgate St ,Chicago,CA,91776,No,Yes,No,3/4/2016,9/25/2024,Yes,3/12/1996,US Citizen,F,25,"$97,272.00",No
No,894-625-961,US Citizen,50,M,White,No,12th grade,No,FT,"$13,495","$161,940 ",Married,4,5,Yes,United States,6927 Vderwood Rd,Overland Park,FL,33010,No,No,Yes,1/18/2017,11/19/2016,No,12/29/1996,Immigrant,F,25,"$175,788.00",No
No,366-685-515,Immigrant,50,M,White,No,12th grade,No,FT,"$12,411","$148,932 ",Married,6,5,No,Mexico,22 Spruce St #595,Westington Valley,NV,89701,No,Yes,No,1/8/2025,8/12/2018,No,10/30/1977,US Citizen,F,44,"$79,968.00",No
No,409-329-732,US Citizen,44,M,White,No,GED,No,FT,"$8,422","$101,064 ",Married,3,2,No,United States,4419 Sunset Road ,Sal York,FL,33010,No,Yes,No,2/7/2023,11/24/2017,No,4/4/1998,Immigrant,F,23,"$80,100.00",Yes
No,560-414-251,Immigrant,28,M,Asian ,No,12th grade,No,FT,"$10,787","$129,444 ",Married,15,2,Yes,United States,2664 Lewis Rd,Rockford,OH,45701,No,Yes,No,11/6/2021,4/21/2018,No,4/1/1992,US Citizen,F,29,"$200,016.00",No
No,207-833-300,US Citizen,55,F,Asian ,No,12th grade,No,FT,"$16,764","$201,168 ",Married,7,2,No,United States,206 Railroad Street ,Newtown,NJ,8611,Yes,No,Yes,5/22/2018,5/1/2017,No,3/11/1985,Immigrant,M,36,"$125,424.00",Yes
No,812-803-458,US Citizen,32,M,White,No,GED,No,FT,"$9,341","$112,092 ",Married,0,4,Yes,Mexico,875 Coldwater Canyon Ave,Norwood,NJ,7660,No,Yes,Yes,7/24/2025,10/31/2022,No,9/17/1987,Immigrant,F,34,"$133,740.00",No
No,551-619-881,Immigrant,55,F,White,No,HS,No,FT,"$10,469","$125,628 ",Married,10,0,Yes,United States,2 Civic Center Dr,Burlington,VA,22801,No,Yes,Yes,4/3/2025,8/27/2018,No,10/24/1973,US Citizen,M,48,"$177,612.00",No
No,231-177-830,US Citizen,40,F,Asian ,No,MA,Yes,FT,"$10,269","$123,228 ",Married,0,0,No,United States,9082 Goldfield Dr ,Springfield,CA,92501,No,No,Yes,5/5/2020,11/3/2024,Yes,3/26/1995,Immigrant,M,26,"$146,640.00",No
No,356-157-506,Immigrant,43,F,Asian ,No,HS,No,FT,"$9,474","$113,688 ",Married,11,5,Yes,Dominican Republic,8052 College Ave,Lapeer,CA,92501,No,No,No,10/27/2020,2/1/2023,Yes,10/25/1974,US Citizen,M,47,"$140,124.00",No
No,788-805-331,US Citizen,35,M,Asian ,No,12th grade,No,FT,"$10,707","$128,484 ",Married,15,0,Yes,Dominican Republic,5 Harrison St ,New York,IN,46804,No,No,No,3/19/2025,5/8/2018,No,12/11/1973,Immigrant,F,48,"$76,764.00",Yes
No,779-981-816,Immigrant,49,M,Asian ,No,12th grade,No,FT,"$13,364","$160,368 ",Married,0,3,Yes,United States,61 Birch Creek Court ,Deer Park,NJ,7660,No,No,Yes,7/10/2016,5/14/2022,Yes,2/27/1974,US Citizen,F,47,"$125,568.00",No
No,206-294-458,Immigrant,51,M,White,No,HS,No,FT,"$9,267","$111,204 ",Married,13,1,Yes,United States,362 N Main St,Llin,CA,50314,Yes,No,Yes,8/8/2019,11/11/2019,Yes,3/11/1973,US Citizen,F,48,"$62,808.00",No
No,974-854-623,US Citizen,31,F,White,No,BA,Yes,FT,"$11,567","$138,804 ",Married,13,1,No,United States,53 Mountain View Ave ,Bridgea,NJ,2210,No,No,Yes,5/27/2018,4/9/2025,Yes,11/10/1989,Immigrant,M,32,"$86,664.00",Yes
No,314-475-252,US Citizen,41,M,Asian ,No,MA,Yes,FT,"$13,229","$158,748 ",Married,9,4,Yes,United States,75684 S Ash Ave,Downmexi,FL,33014,No,Yes,No,11/25/2021,2/14/2021,No,6/8/1992,Immigrant,F,29,"$112,884.00",No
No,616-780-794,US Citizen,51,M,Asian ,No,12th grade,No,FT,"$5,555","$66,660 ",Married,15,1,No,Cuba,61 13th St,Tullahoma,CA,90016,No,No,Yes,9/1/2021,12/25/2025,Yes,1/28/1991,Immigrant,F,30,"$184,152.00",Yes
No,408-890-130,US Citizen,43,F,White,No,BA,Yes,FT,"$8,096","$97,152 ",Married,1,1,Yes,United States,7146 Hampond St,Euta Hill,FL,33010,No,No,Yes,7/15/2022,7/8/2016,No,5/28/1985,Immigrant,M,36,"$76,716.00",Yes
No,557-689-653,Immigrant,23,M,White,No,MA,Yes,FT,"$13,238","$158,856 ",Married,15,3,No,Cuba,5 Harvey Dr ,Burnsville,NJ,7660,Yes,Yes,Yes,7/22/2019,9/14/2021,Yes,5/5/1997,US Citizen,F,24,"$198,648.00",No
No,522-645-710,US Citizen,50,F,White,No,GED,No,FT,"$15,361","$184,332 ",Married,11,1,Yes,United States,6578 Anna Spring St ,High Point,CA,92501,No,No,No,9/10/2016,3/7/2025,Yes,8/23/1998,Immigrant,M,23,"$183,804.00",Yes
No,825-713-613,US Citizen,34,F,Asian ,No,HS,No,FT,"$10,342","$124,104 ",Married,6,2,Yes,United States,63381 Jenks Ave,Riverton,FL,33013,No,Yes,Yes,10/21/2017,4/2/2022,Yes,1/15/1973,Immigrant,M,48,"$155,484.00",No
No,783-179-747,Immigrant,53,F,Asian ,No,HS,No,FT,"$7,774","$93,288 ",Married,8,2,Yes,United States,8506 County Dr ,Waterlis,NJ,8611,No,No,Yes,2/16/2016,10/30/2016,Yes,11/19/1986,US Citizen,M,35,"$134,220.00",No
No,376-435-351,Immigrant,28,M,White,No,12th grade,No,FT,"$9,571","$114,852 ",Married,10,5,Yes,United States,3 Aspen St,Muscatine,NJ,8611,No,Yes,Yes,3/20/2018,3/9/2018,No,1/25/1982,US Citizen,F,39,"$72,636.00",No
No,483-248-726,Immigrant,47,F,White,No,HS,No,FT,"$13,125","$157,500 ",Married,15,1,Yes,United States,14 N Groesbeck Hwy,Miami,NJ,8611,No,Yes,Yes,3/6/2018,7/12/2025,Yes,5/26/1994,US Citizen,M,27,"$178,464.00",No
No,724-308-982,US Citizen,43,M,White,No,BA,Yes,FT,"$13,065","$156,780 ",Married,11,3,Yes,United States,61112 Morris Ave,Fortville,MA,18030,No,Yes,Yes,10/21/2024,6/25/2022,No,11/6/1972,Immigrant,F,49,"$95,808.00",No
No,589-751-469,US Citizen,51,M,Asian ,No,BA,Yes,FT,"$13,717","$164,604 ",Married,9,3,Yes,United States,362 W. Littleton Ave ,Salem,MA,18030,No,No,No,12/13/2024,8/11/2023,No,7/27/1972,Immigrant,F,49,"$123,708.00",Yes
No,785-311-627,Immigrant,44,F,Asian ,No,BA,Yes,FT,"$11,616","$139,392 ",Married,6,1,No,United States,2 Se 3rd Ave E,Muskegon,IA,50701,Yes,No,Yes,2/12/2023,5/15/2024,Yes,7/8/1987,US Citizen,M,34,"$98,112.00",No
No,161-766-236,Immigrant,50,M,Asian ,No,MA,Yes,FT,"$9,237","$110,844 ",Married,2,0,Yes,Cuba,69734 N College Ave #3,La Mesa,NJ,7660,No,No,No,4/29/2025,4/29/2019,No,6/10/1984,US Citizen,F,37,"$181,212.00",No
No,584-521-320,US Citizen,27,F,Asian ,No,BA,Yes,FT,"$12,731","$152,772 ",Married,6,3,No,United States,92 S Haven St,Baltimore,NJ,8611,No,Yes,Yes,6/26/2024,11/12/2023,No,6/3/1985,Immigrant,M,36,"$65,616.00",Yes
No,681-559-562,US Citizen,33,M,Asian ,No,MA,Yes,FT,"$13,138","$157,656 ",Married,7,2,Yes,Dominican Republic,61304 West Valley St ,Escondido,IA,50322,Yes,No,No,1/6/2023,5/31/2025,Yes,10/24/1977,Immigrant,F,44,"$149,208.00",Yes
No,374-177-996,US Citizen,52,F,White,No,12th grade,No,FT,"$6,617","$79,404 ",Married,3,5,Yes,United States,2407 Alabama Rd,Terledo,NJ,7660,No,No,Yes,7/13/2016,8/1/2025,Yes,12/20/1993,Immigrant,M,28,"$91,572.00",Yes
No,198-322-135,US Citizen,26,M,White,No,MA,Yes,FT,"$11,173","$134,076 ",Married,11,2,Yes,United States,222 Newsylvania Ave #7913,Plaistow,CA,92501,No,No,No,5/31/2022,10/16/2025,Yes,11/8/1975,Immigrant,F,46,"$66,348.00",Yes
No,251-665-733,Immigrant,29,M,Asian ,No,HS,No,FT,"$13,598","$163,176 ",Married,4,0,No,United States,279 Redponwood St ,Long Island City,NY,45701,No,No,Yes,6/30/2017,10/1/2016,No,5/13/1998,US Citizen,F,23,"$79,068.00",No
No,550-175-350,US Citizen,33,F,Asian ,No,BA,Yes,FT,"$7,830","$93,960 ",Married,5,1,Yes,United States,77072 Goldfield Rd ,Chicago,IA,50322,No,Yes,Yes,11/29/2021,2/7/2018,No,5/15/1990,Immigrant,M,31,"$122,412.00",Yes
No,706-888-109,Immigrant,28,F,White,No,12th grade,No,FT,"$12,431","$149,172 ",Married,2,1,Yes,Dominican Republic,6725 S Hulen St,Long Island City,NJ,7660,Yes,No,Yes,5/29/2025,10/9/2020,No,12/29/1977,US Citizen,M,44,"$128,208.00",No
No,358-620-598,Immigrant,47,M,Asian ,No,HS,No,FT,"$14,728","$176,736 ",Married,6,4,Yes,Cuba,7286 Atlantic Ave,Lynce City,CA,91776,Yes,No,No,2/18/2019,6/10/2019,Yes,6/22/1991,US Citizen,F,30,"$171,984.00",No
No,481-205-497,US Citizen,49,F,White,No,GED,No,FT,"$7,865","$94,380 ",Married,12,1,Yes,United States,7522 Carpenter Ave,Los Angeles,CA,90016,No,No,Yes,12/10/2022,3/27/2024,Yes,1/26/1984,Immigrant,M,37,"$93,444.00",No
No,410-117-320,US Citizen,22,F,Asian ,No,BA,Yes,FT,"$12,555","$150,660 ",Married,3,3,Yes,United States,729 Main St,Encinnati,CA,91776,Yes,No,Yes,1/17/2024,12/19/2023,No,10/14/1994,Immigrant,M,27,"$136,116.00",Yes
No,657-520-517,Immigrant,24,F,White,No,BA,Yes,FT,"$6,504","$78,048 ",Married,8,4,Yes,United States,1826 E Lane ,Peachtree City,TX,79109,No,No,Yes,7/23/2024,12/21/2016,No,12/14/1982,US Citizen,M,39,"$89,532.00",No
No,300-423-422,US Citizen,28,M,Asian ,No,MA,Yes,FT,"$16,262","$195,144 ",Married,15,0,Yes,Guatemala,96379 Loytan St,Brooklyn,FL,33014,No,Yes,Yes,6/8/2024,3/21/2018,No,5/4/1978,Immigrant,F,43,"$74,220.00",No
No,263-862-794,Immigrant,39,M,Asian ,No,MA,Yes,FT,"$13,069","$156,828 ",Married,5,1,Yes,Dominican Republic,8843 Harvard Street ,Conroe,NJ,8611,No,Yes,Yes,11/3/2021,11/8/2020,No,5/25/1995,US Citizen,F,26,"$126,384.00",No
No,408-418-509,US Citizen,39,F,White,No,HS,No,FT,"$15,498","$185,976 ",Married,5,2,No,United States,367 E 3th St,Downurtown,NJ,7660,No,Yes,Yes,10/24/2025,4/6/2023,No,8/18/1985,Immigrant,M,36,"$60,180.00",No
No,508-202-234,Immigrant,52,F,Asian ,No,GED,No,FT,"$13,859","$166,308 ",Married,9,4,No,United States,258 Park Ave,Anchorage,IN,46804,No,Yes,Yes,4/29/2025,1/4/2024,No,5/14/1977,US Citizen,M,44,"$113,400.00",No
No,843-730-545,US Citizen,43,F,Asian ,No,12th grade,No,FT,"$15,468","$185,616 ",Married,7,3,No,United States,3 Rocks Court ,Worcester,NJ,7660,No,Yes,Yes,5/21/2019,6/4/2019,Yes,2/28/1993,Immigrant,M,28,"$181,452.00",Yes
No,510-580-959,US Citizen,47,F,White,No,MA,Yes,FT,"$5,028","$60,336 ",Married,13,0,Yes,United States,2 A Kelley Dr,Lorton,IA,50701,No,Yes,Yes,3/31/2019,3/5/2024,Yes,5/15/1980,Immigrant,M,41,"$159,432.00",Yes
No,857-490-621,Immigrant,51,M,White,No,MA,Yes,FT,"$11,529","$138,348 ",Married,15,1,No,Cuba,716 Wakehurst Rd,Oakview,NJ,7660,No,No,Yes,6/23/2021,7/9/2022,Yes,3/8/1971,US Citizen,F,50,"$199,428.00",No
No,478-889-447,US Citizen,44,M,White,No,BA,Yes,FT,"$10,011","$120,132 ",Married,4,0,Yes,Cuba,2 Van Dyke St ,Jonesboro,NJ,7660,No,No,Yes,12/21/2022,10/11/2023,Yes,12/4/1972,Immigrant,F,49,"$85,308.00",Yes
No,948-749-274,Immigrant,42,M,Asian ,No,MA,Yes,FT,"$14,106","$169,272 ",Married,1,3,Yes,United States,906 Temple Court ,Jersey City,NJ,7660,No,No,No,2/18/2025,5/24/2023,No,3/22/1984,US Citizen,F,37,"$180,960.00",No
No,476-680-868,US Citizen,45,F,White,No,GED,No,FT,"$14,557","$174,684 ",Married,15,1,Yes,United States,52 E Highway 57 #22,Galllin,CA,92501,No,No,No,2/25/2016,9/8/2022,Yes,2/10/1982,Immigrant,M,39,"$201,360.00",Yes
No,589-770-771,US Citizen,49,F,White,No,GED,No,FT,"$16,992","$203,904 ",Married,10,4,Yes,United States,88 Second St,Fall Stroudsburg,NY,10553,No,No,Yes,7/22/2019,4/5/2025,Yes,7/23/1995,Immigrant,M,26,"$129,312.00",Yes
No,611-401-803,Immigrant,46,M,Asian ,No,12th grade,No,FT,"$8,063","$96,756 ",Married,13,0,No,Dominican Republic,552 Creek Ave ,Fairtwater,MA,49430,No,No,Yes,1/20/2024,9/5/2019,No,3/1/1986,US Citizen,F,35,"$78,900.00",No
No,179-982-114,Immigrant,42,F,White,No,HS,No,FT,"$15,291","$183,492 ",Married,13,5,Yes,United States,8122 St St ,San Francisco,NJ,7660,No,No,No,3/18/2018,5/14/2021,Yes,3/28/1981,US Citizen,M,40,"$184,380.00",No
No,771-914-470,US Citizen,37,F,White,No,HS,No,FT,"$6,838","$82,056 ",Married,2,5,Yes,United States,81292 N. W. State Hill Ave #3,Conroe,NJ,7660,No,No,No,12/10/2020,6/9/2021,Yes,8/19/1987,Immigrant,M,34,"$127,860.00",Yes
No,824-298-629,Immigrant,44,F,White,No,MA,Yes,FT,"$6,745","$80,940 ",Married,6,2,Yes,United States,3773 W 14th St,Hillsboro,CA,91776,No,No,No,3/1/2025,12/3/2021,No,9/23/1993,US Citizen,M,28,"$67,368.00",No
No,899-603-134,US Citizen,51,M,White,No,HS,No,FT,"$11,146","$133,752 ",Married,14,2,No,Guatemala,6290 Blue Spring St ,Fairando,IN,46804,No,No,Yes,6/24/2020,7/28/2025,Yes,9/26/1973,Immigrant,F,48,"$147,360.00",Yes
No,733-455-532,Immigrant,33,M,Asian ,No,MA,Yes,FT,"$9,882","$118,584 ",Married,7,2,Yes,Cuba,89 Depot St ,Downholton,IA,50315,No,Yes,Yes,11/18/2021,10/4/2022,Yes,11/2/1987,US Citizen,F,34,"$105,876.00",No
No,205-744-788,US Citizen,28,F,White,No,GED,No,FT,"$15,624","$187,488 ",Married,8,5,No,United States,8927 Sakehurst Rd,Brooklyn,NJ,7660,No,No,Yes,4/6/2019,11/17/2022,Yes,10/2/1991,Immigrant,M,30,"$132,372.00",Yes
No,534-347-976,Immigrant,47,F,White,No,BA,Yes,FT,"$12,991","$155,892 ",Married,9,1,Yes,United States,605 Deerfield St ,Dallasville,NJ,8611,No,No,Yes,3/5/2019,3/20/2017,No,1/28/1984,US Citizen,M,37,"$197,724.00",No
No,621-525-615,US Citizen,37,M,White,No,HS,No,FT,"$6,682","$80,184 ",Married,1,0,Yes,Dominican Republic,69 Pawnee St ,Kulpsville,FL,33010,No,No,Yes,1/23/2025,7/18/2022,No,2/3/1971,Immigrant,F,50,"$83,400.00",Yes
No,740-306-187,US Citizen,24,F,White,No,HS,No,FT,"$8,819","$105,828 ",Married,7,4,No,United States,61 R Mateo Ave,Saint Paul,OH,45324,No,Yes,Yes,1/13/2020,12/18/2018,No,12/27/1993,Immigrant,M,28,"$96,072.00",Yes
No,384-580-378,US Citizen,49,M,White,No,GED,No,FT,"$12,540","$150,480 ",Married,10,1,Yes,United States,17 Mountainwood Road ,Lombard,NJ,7660,No,No,Yes,10/28/2023,12/23/2017,No,10/23/1987,Immigrant,F,34,"$151,824.00",Yes
No,978-443-128,US Citizen,55,F,Asian ,No,GED,No,FT,"$12,629","$151,548 ",Married,14,3,No,United States,893 Gunderman Ave #197,New York,IA,50322,No,No,Yes,2/1/2016,4/30/2025,Yes,3/17/1974,Immigrant,M,47,"$136,788.00",No
No,478-845-456,US Citizen,47,M,Asian ,No,MA,Yes,FT,"$16,245","$194,940 ",Married,10,2,Yes,Cuba,45 E Aagehouse St,Bronx,MD,18030,No,Yes,Yes,8/11/2024,8/18/2019,No,10/30/1972,Immigrant,F,49,"$105,276.00",Yes
No,278-512-145,US Citizen,42,M,White,No,MA,Yes,FT,"$5,923","$71,076 ",Married,6,2,No,United States,4 Spring St ,Hendersonville,MA,18030,No,No,Yes,10/4/2024,6/18/2020,No,3/20/1981,Immigrant,F,40,"$67,512.00",Yes
No,545-970-522,Immigrant,28,M,Asian ,No,12th grade,No,FT,"$12,817","$153,804 ",Married,1,5,Yes,United States,33312nd St,Barrington,IA,50322,No,No,Yes,2/22/2025,2/16/2023,No,3/12/1991,US Citizen,F,30,"$76,800.00",No
No,645-766-470,Immigrant,42,F,White,No,GED,No,FT,"$5,528","$66,336 ",Married,2,0,Yes,United States,7288 St Margarets Ave ,Downndlay,NV,89701,No,Yes,No,8/15/2024,6/3/2025,Yes,4/18/1991,US Citizen,M,30,"$127,824.00",No
No,236-588-705,US Citizen,42,M,White,No,MA,Yes,FT,"$14,024","$168,288 ",Married,14,2,Yes,United States,3 E Highland Ave,Gardenic City,FL,33010,No,No,Yes,1/24/2016,10/20/2022,Yes,2/17/1994,Immigrant,F,27,"$104,172.00",Yes
No,979-732-150,Immigrant,34,F,Asian ,No,MA,Yes,FT,"$7,342","$88,104 ",Married,10,0,Yes,United States,2742 Distribution Way,Salin,CA,92501,No,No,Yes,7/12/2019,8/21/2021,Yes,1/7/1977,US Citizen,M,44,"$105,456.00",No
No,871-932-906,US Citizen,32,M,White,No,BA,Yes,FT,"$16,058","$192,696 ",Married,10,4,Yes,Cuba,9688 Mount Glenridge Drive ,Dallas,NJ,7660,No,Yes,Yes,2/23/2021,8/27/2016,No,3/21/1987,Immigrant,F,34,"$141,708.00",No
No,923-600-117,Immigrant,40,F,Asian ,No,GED,No,FT,"$12,174","$146,088 ",Married,15,3,Yes,United States,4 Kohler Memorial Dr,Orange,FL,33010,No,No,Yes,9/12/2023,1/6/2021,No,2/14/1992,US Citizen,M,29,"$100,992.00",No
No,971-258-386,US Citizen,34,M,White,No,BA,Yes,FT,"$11,302","$135,624 ",Married,10,4,No,Cuba,2 Flynn Rd,Abs Angeles,NJ,7660,No,No,Yes,8/3/2020,3/31/2017,No,10/26/1979,Immigrant,F,42,"$180,012.00",Yes
No,324-892-615,Immigrant,22,F,Asian ,No,12th grade,No,FT,"$16,541","$198,492 ",Married,13,1,Yes,United States,2167 E Main St,Mc Lean,IA,50315,No,No,Yes,4/14/2022,4/16/2022,Yes,10/20/1996,US Citizen,M,25,"$69,240.00",No
No,202-526-336,Immigrant,29,M,White,No,MA,Yes,FT,"$10,936","$131,232 ",Married,1,2,Yes,United States,7372 Carpenter Ave,Mcenton,OH,50324,No,Yes,Yes,1/15/2017,5/18/2016,No,11/12/1997,US Citizen,F,24,"$194,496.00",No
No,238-472-896,Immigrant,49,M,White,No,12th grade,No,FT,"$5,035","$60,420 ",Married,2,2,No,United States,6290 S Buchanan St,Milwaukee,CT,50315,No,No,Yes,11/22/2017,9/22/2022,Yes,7/21/1985,US Citizen,F,36,"$202,032.00",No
No,538-779-331,Immigrant,43,F,White,No,HS,No,FT,"$14,818","$177,816 ",Married,3,5,Yes,United States,42 Black Holly Lane ,Kmaha,NJ,7660,No,Yes,Yes,1/18/2022,7/12/2023,Yes,6/15/1983,US Citizen,M,38,"$184,752.00",No
No,396-273-260,Immigrant,26,F,White,No,HS,No,FT,"$9,189","$110,268 ",Married,15,4,No,United States,14 E. Hickoryawal St,Ro Brladelphia,NJ,7660,No,No,No,11/15/2018,3/10/2024,Yes,12/17/1994,US Citizen,M,27,"$72,060.00",No
No,460-943-266,Immigrant,52,M,White,No,GED,No,FT,"$13,659","$163,908 ",Divorced,11,5,No,Mexico,61 13 Po Lawn Ave,Middle Island,FL,33010,No,Yes,Yes,7/10/2023,6/20/2021,No,7/12/1985,US Citizen,F,36,"$102,084.00",No
No,437-858-151,US Citizen,28,M,Asian ,No,12th grade,No,FT,"$13,443","$161,316 ",Married,13,5,Yes,United States,95649 S Belral Drive ,Newark,NJ,7660,No,No,Yes,1/1/2019,4/5/2019,Yes,5/27/1998,Immigrant,F,23,"$155,916.00",No
No,624-809-225,Immigrant,47,F,Asian ,No,GED,No,FT,"$10,328","$123,936 ",Married,1,2,Yes,Dominican Republic,36284 Prospect Ave,Livingston,OH,45324,No,No,Yes,2/26/2020,8/4/2017,No,1/17/1998,US Citizen,M,23,"$83,268.00",No
No,733-717-246,US Citizen,46,M,White,No,HS,No,FT,"$8,547","$102,564 ",Married,8,1,Yes,Cuba,8977 Vernon St ,Pararny,FL,33014,No,No,Yes,1/25/2020,1/30/2022,Yes,3/18/1997,Immigrant,F,24,"$203,208.00",No
No,575-592-236,US Citizen,54,M,White,No,MA,Yes,FT,"$10,480","$125,760 ",Married,10,0,Yes,United States,8425 Td Countn St ,Boulder,NJ,8611,No,No,Yes,6/20/2020,8/29/2024,Yes,5/31/1990,Immigrant,F,31,"$182,268.00",No
No,278-293-173,US Citizen,45,M,Asian ,No,MA,Yes,FT,"$12,287","$147,444 ",Married,13,0,Yes,United States,6517 Green Hillside Street ,Liverpool,CA,91776,No,No,Yes,8/26/2018,9/5/2025,Yes,2/28/1988,Immigrant,F,33,"$197,916.00",Yes
No,780-762-877,US Citizen,49,M,White,No,MA,Yes,FT,"$13,159","$157,908 ",Married,7,0,Yes,United States,719 Whitemarsh St ,Lonsing,FL,33010,No,No,No,6/27/2019,8/7/2023,Yes,8/26/1971,Immigrant,F,50,"$90,792.00",Yes
No,408-473-296,US Citizen,40,F,White,No,HS,No,FT,"$14,300","$171,600 ",Married,7,1,Yes,United States,170  Prin Cey Court ,Bethesda,PA,79218,No,No,Yes,11/3/2020,3/15/2021,Yes,7/16/1973,Immigrant,M,48,"$145,428.00",No
No,804-455-209,US Citizen,30,F,Asian ,No,GED,No,FT,"$13,281","$159,372 ",Married,6,0,Yes,United States,53 Briarwood Avenue ,Oohnert Park,NJ,7660,No,No,No,2/17/2023,2/16/2017,No,2/7/1981,Immigrant,M,40,"$168,876.00",Yes
No,551-707-922,US Citizen,55,F,White,No,12th grade,No,FT,"$16,136","$193,632 ",Married,3,4,Yes,United States,76288 Fo Spring Park Blvd,Evanston,FL,33010,No,No,Yes,7/20/2020,12/16/2024,Yes,12/20/1988,Immigrant,M,33,"$156,432.00",No
No,890-145-494,US Citizen,34,M,White,No,BA,Yes,FT,"$11,020","$132,240 ",Married,2,5,Yes,Cuba,70924 Indian Spring Lane ,Lynledo,CA,91776,No,No,No,7/10/2023,5/7/2020,No,10/8/1973,Immigrant,F,48,"$77,208.00",Yes
No,481-927-230,Immigrant,55,F,Asian ,No,HS,No,FT,"$8,638","$103,656 ",Married,9,0,Yes,United States,72816 Edgemoncho Del Hwy,Wilson,TX,79109,Yes,No,Yes,6/3/2018,3/6/2024,Yes,6/6/1997,US Citizen,M,24,"$119,724.00",No
No,115-378-149,Immigrant,52,F,Asian ,No,GED,No,FT,"$11,234","$134,808 ",Married,11,2,No,United States,63 Aybrook St ,Freeton,CA,91776,No,No,No,10/2/2021,8/13/2018,No,2/3/1984,US Citizen,M,37,"$160,284.00",No
No,840-172-648,US Citizen,49,F,Asian ,No,GED,No,FT,"$5,894","$70,728 ",Married,10,2,No,United States,863423 N Plankinton Ave,Fairando,CA,92501,No,Yes,Yes,2/28/2019,6/21/2021,Yes,3/16/1988,Immigrant,M,33,"$192,036.00",No
No,568-589-639,US Citizen,50,F,White,No,GED,No,FT,"$10,768","$129,216 ",Married,2,0,Yes,United States,362 W Congress St,Bridgewater,CA,91776,No,No,Yes,7/14/2019,1/6/2018,No,7/24/1993,Immigrant,M,28,"$188,616.00",Yes
No,695-885-409,Immigrant,52,F,White,No,BA,Yes,FT,"$12,954","$155,448 ",Married,14,3,No,United States,30 Mountain View St ,Baton Rouge,IA,50322,No,Yes,Yes,8/17/2020,7/20/2020,No,11/21/1990,US Citizen,M,31,"$186,756.00",No
No,623-487-399,Immigrant,22,F,White,No,12th grade,No,FT,"$16,624","$199,488 ",Married,4,5,Yes,United States,53 Mountain Views Street ,Orlando,NV,89701,No,No,Yes,12/29/2022,10/31/2021,No,12/8/1984,US Citizen,M,37,"$108,876.00",No
No,547-528-489,US Citizen,46,M,White,No,MA,Yes,FT,"$12,694","$152,328 ",Married,0,1,Yes,United States,69734 E Northora St,West Chicago,IN,46804,Yes,No,Yes,2/19/2018,3/7/2019,Yes,1/12/1974,Immigrant,F,47,"$82,584.00",Yes
